Emp_ID,Age,Age_Group,Attrition,Department,Education_Field,Employee_Count,Gender,Job_Role,Job_Satisfaction,Marital_Status,Monthly_Income,Salary_Slab,Separation_Reason,Years_At_Company,State
E1962,31,30-39,No,Logistics,Arts,1,Male,Supply Chain Manager,2,Single,13013,10001-20k,,31,Maharashtra
E1963,47,40-49,No,Logistics,Technical,1,Male,Supply Chain Manager,3,Single,12520,10001-20k,,23,Haryana
E1964,56,50-59,No,Research,Technical,1,Female,Research Scientist,2,Married,15454,10001-20k,,26,Telangana
E1965,46,40-49,No,HR,Commerce,1,Male,HR Executive,1,Married,19836,10001-20k,,3,Gujarat
E1966,47,40-49,No,HR,Arts,1,Female,HR Executive,4,Divorced,16896,10001-20k,,23,Uttar Pradesh
E1967,32,30-39,No,Accounts,Commerce,1,Male,Accountant,4,Married,12996,10001-20k,,22,Tamil Nadu
E1968,59,50-59,Yes,Accounts,Commerce,1,Female,Accountant,3,Married,20740,20001-30k,Better Opportunity,28,Tamil Nadu
E1969,23,20-29,No,Logistics,Management,1,Female,Supply Chain Manager,3,Divorced,20102,20001-30k,,33,Uttar Pradesh
E1970,28,20-29,No,Accounts,Management,1,Male,Finance Analyst,1,Divorced,16911,10001-20k,,20,Karnataka
E1971,39,30-39,No,Sales,Arts,1,Male,Sales Executive,2,Divorced,7371,7k-10k,,29,Haryana
E1972,48,40-49,No,Accounts,Science,1,Female,Accountant,3,Divorced,37255,30001-40k,,25,Haryana
E1973,55,50-59,Yes,Sales,Management,1,Female,Sales Executive,4,Single,32221,30001-40k,Retirement,19,Uttar Pradesh
E1974,48,40-49,No,Accounts,Science,1,Female,Accountant,3,Divorced,14967,10001-20k,,15,Tamil Nadu
E1975,38,30-39,No,Logistics,Technical,1,Male,Supply Chain Manager,3,Divorced,7719,7k-10k,,2,West Bengal
E1976,45,40-49,Yes,Logistics,Management,1,Male,Supply Chain Manager,2,Married,18506,10001-20k,Resignation,24,Haryana
E1977,46,40-49,No,Sales,Management,1,Female,Sales Manager,3,Married,30140,30001-40k,,22,Karnataka
E1978,28,20-29,Yes,Research,Arts,1,Male,Research Scientist,1,Married,13460,10001-20k,Resignation,0,West Bengal
E1979,27,20-29,No,Logistics,Science,1,Female,Logistics Executive,4,Single,8069,7k-10k,,32,West Bengal
E1980,45,40-49,No,Research,Management,1,Male,Research Scientist,2,Divorced,19079,10001-20k,,14,Tamil Nadu
E1981,54,50-59,No,HR,Management,1,Male,HR Executive,4,Divorced,18314,10001-20k,,16,Maharashtra
E1982,50,50-59,No,Sales,Arts,1,Male,Sales Manager,1,Single,19935,10001-20k,,33,Uttar Pradesh
E1983,43,40-49,No,Manufacturing,Arts,1,Male,Plant Manager,1,Divorced,14018,10001-20k,,16,Maharashtra
E1984,47,40-49,No,Logistics,Science,1,Male,Supply Chain Manager,3,Married,34937,30001-40k,,3,Gujarat
E1985,49,40-49,No,Marketing,Technical,1,Female,Marketing Analyst,3,Single,25540,20001-30k,,12,Delhi
E1986,42,40-49,No,HR,Technical,1,Female,HR Manager,3,Divorced,11801,10001-20k,,3,Karnataka
E1987,28,20-29,No,Research,Commerce,1,Male,Research Associate,4,Single,17802,10001-20k,,6,Madhya Pradesh
E1988,38,30-39,Yes,Logistics,Management,1,Female,Supply Chain Manager,1,Single,18355,10001-20k,Layoff,8,Uttar Pradesh
E1989,41,40-49,No,Sales,Science,1,Female,Sales Manager,2,Divorced,12906,10001-20k,,22,Madhya Pradesh
E1990,41,40-49,No,Manufacturing,Management,1,Male,Production Worker,3,Married,9743,7k-10k,,32,Haryana
E1991,43,40-49,Yes,Accounts,Science,1,Female,Finance Analyst,4,Divorced,43907,40001-50k,Termination,32,Karnataka
E1992,49,40-49,No,Manufacturing,Science,1,Male,Production Worker,3,Divorced,22221,20001-30k,,19,Madhya Pradesh
E1993,28,20-29,No,Marketing,Science,1,Female,Marketing Manager,1,Married,12100,10001-20k,,3,Maharashtra
E1994,22,20-29,Yes,Research,Management,1,Female,Research Scientist,2,Divorced,14087,10001-20k,Resignation,0,Madhya Pradesh
E1995,53,50-59,No,HR,Arts,1,Female,HR Executive,1,Divorced,9540,7k-10k,,33,Haryana
E1996,34,30-39,No,Manufacturing,Management,1,Female,Plant Manager,4,Divorced,29789,20001-30k,,26,Madhya Pradesh
E1997,51,50-59,No,Sales,Science,1,Female,Sales Manager,3,Single,7580,7k-10k,,20,Maharashtra
E1998,44,40-49,Yes,Marketing,Commerce,1,Female,Marketing Analyst,1,Single,40400,40001-50k,Retirement,23,Haryana
E1999,40,40-49,Yes,Sales,Technical,1,Female,Sales Executive,4,Single,9199,7k-10k,Better Opportunity,14,Maharashtra
E2000,53,50-59,No,Logistics,Science,1,Male,Supply Chain Manager,3,Divorced,16364,10001-20k,,34,Tamil Nadu
E2001,51,50-59,No,Accounts,Commerce,1,Male,Accountant,2,Married,16883,10001-20k,,24,Maharashtra
E2002,50,50-59,No,HR,Arts,1,Male,HR Executive,1,Single,16614,10001-20k,,8,Delhi
E2003,50,50-59,No,Sales,Science,1,Male,Sales Executive,3,Married,8941,7k-10k,,16,Gujarat
E2004,51,50-59,Yes,Research,Commerce,1,Female,Research Associate,3,Divorced,23744,20001-30k,Better Opportunity,20,Delhi
E2005,37,30-39,No,Logistics,Science,1,Female,Supply Chain Manager,3,Single,13819,10001-20k,,12,Haryana
E2006,40,40-49,No,Logistics,Management,1,Female,Logistics Executive,3,Divorced,12894,10001-20k,,2,Madhya Pradesh
E2007,39,30-39,No,HR,Commerce,1,Male,HR Executive,1,Married,8674,7k-10k,,3,Delhi
E2008,22,20-29,No,Logistics,Management,1,Male,Logistics Executive,3,Single,8389,7k-10k,,3,Karnataka
E2009,35,30-39,No,Research,Management,1,Male,Research Associate,4,Single,14394,10001-20k,,27,Gujarat
E2010,23,20-29,No,Sales,Commerce,1,Female,Sales Executive,1,Single,20894,20001-30k,,6,Gujarat
E2011,49,40-49,Yes,HR,Technical,1,Male,HR Executive,3,Single,36160,30001-40k,Better Opportunity,25,Gujarat
E2012,51,50-59,No,Logistics,Commerce,1,Female,Logistics Executive,1,Married,13167,10001-20k,,10,Telangana
E2013,59,50-59,No,Logistics,Technical,1,Male,Supply Chain Manager,4,Single,36272,30001-40k,,23,Haryana
E2014,25,20-29,No,Research,Science,1,Female,Research Associate,4,Divorced,11026,10001-20k,,9,Uttar Pradesh
E2015,22,20-29,No,Accounts,Science,1,Male,Accountant,1,Single,15096,10001-20k,,12,Delhi
E2016,29,20-29,No,Accounts,Commerce,1,Female,Finance Analyst,3,Married,40645,40001-50k,,18,Gujarat
E2017,50,50-59,No,Manufacturing,Science,1,Male,Production Worker,3,Single,28179,20001-30k,,18,Maharashtra
E2018,24,20-29,Yes,Logistics,Arts,1,Male,Logistics Executive,4,Married,17691,10001-20k,Layoff,11,Maharashtra
E2019,53,50-59,No,Sales,Management,1,Female,Sales Manager,3,Married,7646,7k-10k,,21,Maharashtra
E2020,31,30-39,No,HR,Management,1,Female,HR Executive,4,Divorced,9912,7k-10k,,29,Haryana
E2021,31,30-39,No,Logistics,Technical,1,Male,Logistics Executive,3,Single,46038,40001-50k,,11,Haryana
E2022,40,40-49,No,Marketing,Science,1,Female,Marketing Analyst,4,Single,31967,30001-40k,,28,Maharashtra
E2023,55,50-59,No,HR,Technical,1,Male,HR Executive,2,Single,35478,30001-40k,,20,Haryana
E2024,54,50-59,Yes,Manufacturing,Management,1,Female,Production Worker,3,Divorced,10701,10001-20k,Retirement,10,Gujarat
E2025,44,40-49,No,Accounts,Management,1,Male,Finance Analyst,3,Divorced,7916,7k-10k,,17,Haryana
E2026,49,40-49,No,Logistics,Science,1,Female,Logistics Executive,3,Married,47332,40001-50k,,26,Madhya Pradesh
E2027,53,50-59,Yes,Research,Arts,1,Male,Research Scientist,1,Married,14066,10001-20k,Resignation,11,Maharashtra
E2028,28,20-29,No,Marketing,Arts,1,Male,Marketing Analyst,3,Married,46313,40001-50k,,22,Gujarat
E2029,50,50-59,No,Logistics,Science,1,Male,Logistics Executive,1,Divorced,18161,10001-20k,,33,West Bengal
E2030,29,20-29,Yes,Manufacturing,Science,1,Female,Plant Manager,1,Divorced,12761,10001-20k,Retirement,22,Karnataka
E2031,22,20-29,No,Sales,Technical,1,Male,Sales Executive,4,Divorced,17413,10001-20k,,24,Haryana
E2032,24,20-29,No,Marketing,Science,1,Female,Marketing Analyst,1,Married,18609,10001-20k,,3,Madhya Pradesh
E2033,45,40-49,No,Manufacturing,Arts,1,Female,Plant Manager,1,Divorced,48098,40001-50k,,29,Gujarat
E2034,44,40-49,No,Logistics,Science,1,Female,Logistics Executive,2,Married,15294,10001-20k,,29,Gujarat
E2035,29,20-29,No,Sales,Technical,1,Male,Sales Executive,3,Married,10280,10001-20k,,12,Madhya Pradesh
E2036,58,50-59,No,Marketing,Technical,1,Female,Marketing Manager,1,Single,45101,40001-50k,,13,Madhya Pradesh
E2037,24,20-29,No,Sales,Technical,1,Female,Sales Manager,3,Single,32059,30001-40k,,7,Gujarat
E2038,54,50-59,No,Sales,Technical,1,Female,Sales Manager,1,Single,47626,40001-50k,,23,Karnataka
E2039,49,40-49,No,Marketing,Commerce,1,Male,Marketing Analyst,4,Married,27703,20001-30k,,17,Maharashtra
E2040,29,20-29,No,Marketing,Science,1,Female,Marketing Manager,2,Single,7522,7k-10k,,34,Gujarat
E2041,55,50-59,No,Sales,Management,1,Female,Sales Executive,1,Single,19864,10001-20k,,24,Delhi
E2042,56,50-59,No,Manufacturing,Science,1,Female,Production Worker,3,Single,10205,10001-20k,,16,Haryana
E2043,53,50-59,No,Accounts,Commerce,1,Female,Finance Analyst,4,Divorced,41929,40001-50k,,31,Delhi
E2044,45,40-49,No,Marketing,Technical,1,Male,Marketing Manager,3,Married,17537,10001-20k,,23,Karnataka
E2045,35,30-39,No,Logistics,Commerce,1,Male,Logistics Executive,4,Single,40411,40001-50k,,6,Maharashtra
E2046,53,50-59,No,HR,Arts,1,Female,HR Executive,2,Divorced,14179,10001-20k,,12,Tamil Nadu
E2047,37,30-39,No,Research,Arts,1,Female,Research Scientist,4,Divorced,18628,10001-20k,,26,Karnataka
E2048,25,20-29,Yes,Sales,Science,1,Female,Sales Manager,3,Divorced,16996,10001-20k,Layoff,4,Uttar Pradesh
E2049,58,50-59,No,Sales,Science,1,Female,Sales Manager,3,Single,13518,10001-20k,,25,Uttar Pradesh
E2050,42,40-49,No,Research,Management,1,Male,Research Associate,1,Divorced,45491,40001-50k,,30,Karnataka
E2051,35,30-39,No,Accounts,Management,1,Male,Finance Analyst,4,Married,14946,10001-20k,,9,Haryana
E2052,52,50-59,No,Research,Arts,1,Male,Research Scientist,3,Divorced,7610,7k-10k,,25,Haryana
E2053,39,30-39,No,Marketing,Technical,1,Male,Marketing Analyst,1,Divorced,8235,7k-10k,,21,Haryana
E2054,28,20-29,Yes,Research,Commerce,1,Female,Research Associate,2,Divorced,41311,40001-50k,Layoff,11,West Bengal
E2055,31,30-39,No,Sales,Management,1,Female,Sales Manager,3,Divorced,48876,40001-50k,,31,Tamil Nadu
E2056,28,20-29,No,Research,Management,1,Male,Research Associate,1,Married,12401,10001-20k,,26,Maharashtra
E2057,54,50-59,No,HR,Technical,1,Male,HR Executive,3,Single,18798,10001-20k,,32,Telangana
E2058,44,40-49,No,Logistics,Technical,1,Female,Logistics Executive,4,Married,7390,7k-10k,,19,Telangana
E2059,42,40-49,No,Marketing,Science,1,Female,Marketing Manager,1,Married,17070,10001-20k,,12,Madhya Pradesh
E2060,40,40-49,No,Research,Commerce,1,Female,Research Scientist,4,Single,48811,40001-50k,,13,Uttar Pradesh
E2061,40,40-49,No,Sales,Technical,1,Female,Sales Manager,2,Divorced,13480,10001-20k,,21,Tamil Nadu
E2062,57,50-59,No,Manufacturing,Management,1,Female,Plant Manager,4,Single,49974,40001-50k,,17,West Bengal
E2063,50,50-59,No,Logistics,Management,1,Male,Supply Chain Manager,1,Single,26856,20001-30k,,28,Uttar Pradesh
E2064,39,30-39,No,Marketing,Arts,1,Male,Marketing Manager,3,Married,19019,10001-20k,,15,Karnataka
E2065,23,20-29,No,Sales,Technical,1,Female,Sales Executive,1,Single,15419,10001-20k,,34,Gujarat
E2066,22,20-29,No,Accounts,Science,1,Female,Accountant,4,Divorced,9344,7k-10k,,33,Haryana
E2067,26,20-29,No,HR,Commerce,1,Male,HR Executive,4,Married,17228,10001-20k,,2,Karnataka
E2068,41,40-49,No,Accounts,Science,1,Female,Finance Analyst,3,Divorced,12631,10001-20k,,3,Haryana
E2069,32,30-39,No,HR,Management,1,Male,HR Manager,2,Married,18295,10001-20k,,4,Maharashtra
E2070,23,20-29,No,Research,Science,1,Male,Research Associate,1,Divorced,12273,10001-20k,,9,West Bengal
E2071,24,20-29,No,Marketing,Management,1,Male,Marketing Manager,3,Single,19905,10001-20k,,28,Haryana
E2072,44,40-49,No,Research,Management,1,Male,Research Scientist,3,Single,28601,20001-30k,,31,Karnataka
E2073,33,30-39,No,HR,Management,1,Female,HR Manager,3,Single,11254,10001-20k,,30,Karnataka
E2074,41,40-49,Yes,HR,Management,1,Female,HR Manager,1,Divorced,47955,40001-50k,Termination,1,Karnataka
E2075,26,20-29,No,HR,Management,1,Male,HR Manager,1,Married,14537,10001-20k,,11,Tamil Nadu
E2076,58,50-59,No,Logistics,Arts,1,Female,Logistics Executive,1,Married,17322,10001-20k,,26,Tamil Nadu
E2077,59,50-59,No,Sales,Science,1,Female,Sales Manager,2,Married,31044,30001-40k,,4,Haryana
E2078,51,50-59,No,Marketing,Arts,1,Female,Marketing Manager,3,Single,18246,10001-20k,,26,Gujarat
E2079,30,30-39,No,Research,Arts,1,Female,Research Scientist,4,Divorced,9458,7k-10k,,22,Haryana
E2080,55,50-59,No,Research,Technical,1,Male,Research Scientist,4,Married,7535,7k-10k,,32,Gujarat
E2081,56,50-59,Yes,Accounts,Technical,1,Female,Finance Analyst,3,Divorced,13028,10001-20k,Retirement,3,Maharashtra
E2082,43,40-49,No,HR,Technical,1,Male,HR Executive,4,Married,18400,10001-20k,,20,Gujarat
E2083,45,40-49,No,Manufacturing,Commerce,1,Male,Plant Manager,2,Single,13306,10001-20k,,23,Haryana
E2084,38,30-39,No,HR,Technical,1,Female,HR Executive,2,Divorced,34678,30001-40k,,30,Uttar Pradesh
E2085,31,30-39,No,HR,Science,1,Male,HR Executive,1,Married,12018,10001-20k,,23,Haryana
E2086,51,50-59,No,Manufacturing,Arts,1,Female,Production Worker,1,Married,19363,10001-20k,,9,Maharashtra
E2087,44,40-49,Yes,Research,Science,1,Female,Research Associate,1,Married,21066,20001-30k,Better Opportunity,1,Tamil Nadu
E2088,53,50-59,No,Accounts,Technical,1,Male,Finance Analyst,1,Married,10296,10001-20k,,30,Karnataka
E2089,38,30-39,No,Sales,Commerce,1,Female,Sales Executive,1,Single,7371,7k-10k,,24,Telangana
E2090,38,30-39,No,Manufacturing,Commerce,1,Male,Plant Manager,4,Married,7189,7k-10k,,3,Madhya Pradesh
E2091,35,30-39,No,Logistics,Arts,1,Male,Logistics Executive,4,Married,18752,10001-20k,,10,Karnataka
E2092,30,30-39,No,Marketing,Science,1,Female,Marketing Analyst,1,Single,14482,10001-20k,,16,Maharashtra
E2093,23,20-29,No,Manufacturing,Management,1,Female,Plant Manager,2,Married,23679,20001-30k,,1,Gujarat
E2094,46,40-49,No,Sales,Science,1,Female,Sales Executive,4,Divorced,7088,7k-10k,,5,Maharashtra
E2095,30,30-39,No,Research,Technical,1,Male,Research Scientist,2,Divorced,7799,7k-10k,,8,Telangana
E2096,43,40-49,No,Logistics,Management,1,Female,Supply Chain Manager,2,Married,17205,10001-20k,,4,Madhya Pradesh
E2097,25,20-29,No,Logistics,Commerce,1,Male,Supply Chain Manager,3,Single,16934,10001-20k,,19,Maharashtra
E2098,47,40-49,Yes,Logistics,Arts,1,Male,Logistics Executive,3,Single,15730,10001-20k,Layoff,28,Uttar Pradesh
E2099,50,50-59,No,HR,Arts,1,Female,HR Manager,1,Single,13669,10001-20k,,20,Karnataka
E2100,55,50-59,No,Marketing,Commerce,1,Female,Marketing Manager,2,Married,10003,10001-20k,,8,Gujarat
E2101,44,40-49,No,Research,Technical,1,Female,Research Scientist,4,Married,48556,40001-50k,,27,Haryana
E2102,58,50-59,No,Research,Commerce,1,Male,Research Associate,3,Divorced,16909,10001-20k,,7,Haryana
E2103,32,30-39,No,Logistics,Technical,1,Female,Logistics Executive,3,Single,19050,10001-20k,,30,West Bengal
E2104,27,20-29,No,Research,Management,1,Male,Research Associate,2,Married,8883,7k-10k,,19,Maharashtra
E2105,39,30-39,Yes,Marketing,Commerce,1,Female,Marketing Manager,3,Married,11428,10001-20k,Layoff,26,Karnataka
E2106,42,40-49,No,Marketing,Technical,1,Female,Marketing Analyst,3,Married,7631,7k-10k,,7,Karnataka
E2107,57,50-59,No,Accounts,Management,1,Male,Accountant,4,Single,19597,10001-20k,,20,Maharashtra
E2108,59,50-59,No,Manufacturing,Commerce,1,Male,Plant Manager,2,Single,35013,30001-40k,,27,Maharashtra
E2109,55,50-59,No,Manufacturing,Arts,1,Female,Plant Manager,3,Divorced,29875,20001-30k,,22,Gujarat
E2110,38,30-39,Yes,Accounts,Commerce,1,Female,Accountant,2,Single,19807,10001-20k,Termination,5,Haryana
E2111,58,50-59,No,Sales,Science,1,Female,Sales Manager,3,Married,18408,10001-20k,,2,Karnataka
E2112,46,40-49,No,Manufacturing,Commerce,1,Female,Production Worker,4,Divorced,42607,40001-50k,,4,Maharashtra
E2113,59,50-59,No,Marketing,Science,1,Female,Marketing Manager,2,Single,18822,10001-20k,,8,Haryana
E2114,33,30-39,No,Marketing,Management,1,Male,Marketing Analyst,3,Single,43281,40001-50k,,6,Haryana
E2115,44,40-49,No,Manufacturing,Commerce,1,Male,Plant Manager,4,Single,34326,30001-40k,,3,Tamil Nadu
E2116,43,40-49,No,Marketing,Management,1,Male,Marketing Analyst,3,Single,20601,20001-30k,,4,Karnataka
E2117,42,40-49,No,Accounts,Management,1,Male,Accountant,2,Married,8135,7k-10k,,10,Maharashtra
E2118,48,40-49,No,Logistics,Technical,1,Female,Supply Chain Manager,3,Single,29741,20001-30k,,14,Haryana
E2119,52,50-59,Yes,Logistics,Management,1,Male,Supply Chain Manager,2,Married,18913,10001-20k,Better Opportunity,33,West Bengal
E2120,27,20-29,No,Research,Management,1,Male,Research Scientist,2,Married,17101,10001-20k,,12,Karnataka
E2121,48,40-49,Yes,Logistics,Commerce,1,Male,Supply Chain Manager,3,Married,25631,20001-30k,Layoff,6,Karnataka
E2122,55,50-59,Yes,HR,Commerce,1,Female,HR Executive,4,Divorced,7825,7k-10k,Resignation,5,Telangana
E2123,33,30-39,No,Accounts,Arts,1,Male,Accountant,1,Married,43870,40001-50k,,29,Uttar Pradesh
E2124,28,20-29,No,Marketing,Technical,1,Female,Marketing Analyst,4,Single,16611,10001-20k,,21,Uttar Pradesh
E2125,31,30-39,No,Manufacturing,Management,1,Male,Plant Manager,4,Divorced,34215,30001-40k,,24,Gujarat
E2126,38,30-39,No,Logistics,Technical,1,Female,Logistics Executive,3,Single,16113,10001-20k,,27,Maharashtra
E2127,47,40-49,No,Accounts,Science,1,Male,Accountant,4,Married,26215,20001-30k,,19,Karnataka
E2128,42,40-49,No,Logistics,Management,1,Female,Logistics Executive,4,Single,17859,10001-20k,,2,Haryana
E2129,49,40-49,No,Sales,Technical,1,Male,Sales Executive,1,Divorced,21024,20001-30k,,4,Karnataka
E2130,23,20-29,No,Marketing,Arts,1,Female,Marketing Analyst,4,Divorced,8258,7k-10k,,0,Delhi
E2131,22,20-29,No,Sales,Arts,1,Female,Sales Manager,1,Single,7288,7k-10k,,14,Madhya Pradesh
E2132,57,50-59,No,Marketing,Management,1,Male,Marketing Manager,3,Single,9850,7k-10k,,25,Maharashtra
E2133,47,40-49,No,Accounts,Science,1,Female,Finance Analyst,1,Single,18074,10001-20k,,2,Maharashtra
E2134,50,50-59,No,Research,Arts,1,Female,Research Scientist,2,Divorced,17610,10001-20k,,33,Karnataka
E2135,42,40-49,No,Logistics,Arts,1,Male,Logistics Executive,2,Married,17511,10001-20k,,4,Gujarat
E2136,32,30-39,No,Logistics,Science,1,Male,Supply Chain Manager,1,Single,26923,20001-30k,,30,Uttar Pradesh
E2137,32,30-39,No,HR,Technical,1,Female,HR Manager,2,Married,17558,10001-20k,,12,Madhya Pradesh
E2138,57,50-59,No,Manufacturing,Arts,1,Male,Plant Manager,3,Divorced,7526,7k-10k,,0,Maharashtra
E2139,56,50-59,No,Sales,Commerce,1,Male,Sales Executive,2,Single,8753,7k-10k,,21,Karnataka
E2140,55,50-59,No,Logistics,Arts,1,Male,Logistics Executive,1,Single,33248,30001-40k,,14,Telangana
E2141,45,40-49,No,Accounts,Technical,1,Female,Accountant,3,Divorced,21656,20001-30k,,25,Telangana
E2142,43,40-49,No,Research,Technical,1,Female,Research Associate,2,Single,30266,30001-40k,,17,Telangana
E2143,26,20-29,No,Manufacturing,Management,1,Female,Production Worker,3,Married,13180,10001-20k,,8,Karnataka
E2144,54,50-59,No,Accounts,Commerce,1,Female,Accountant,1,Divorced,8220,7k-10k,,0,Tamil Nadu
E2145,57,50-59,No,Sales,Technical,1,Female,Sales Manager,2,Divorced,18001,10001-20k,,8,Tamil Nadu
E2146,41,40-49,Yes,HR,Science,1,Female,HR Manager,3,Single,13390,10001-20k,Better Opportunity,22,Uttar Pradesh
E2147,40,40-49,No,Logistics,Commerce,1,Female,Supply Chain Manager,3,Divorced,16477,10001-20k,,1,Maharashtra
E2148,56,50-59,Yes,Accounts,Commerce,1,Male,Finance Analyst,2,Single,16107,10001-20k,Retirement,13,Maharashtra
E2149,38,30-39,No,Manufacturing,Science,1,Female,Plant Manager,3,Single,7880,7k-10k,,17,Karnataka
E2150,55,50-59,No,Marketing,Arts,1,Female,Marketing Manager,3,Divorced,14765,10001-20k,,15,Madhya Pradesh
E2151,30,30-39,No,Research,Science,1,Male,Research Scientist,1,Single,48733,40001-50k,,28,Karnataka
E2152,47,40-49,No,Manufacturing,Science,1,Male,Production Worker,1,Married,21418,20001-30k,,10,Telangana
E2153,23,20-29,No,Accounts,Arts,1,Male,Accountant,1,Married,44185,40001-50k,,5,Maharashtra
E2154,30,30-39,No,Research,Arts,1,Female,Research Scientist,1,Single,48745,40001-50k,,2,Uttar Pradesh
E2155,30,30-39,Yes,Logistics,Arts,1,Male,Supply Chain Manager,1,Married,18925,10001-20k,Termination,13,Gujarat
E2156,38,30-39,No,Marketing,Arts,1,Female,Marketing Analyst,1,Single,9847,7k-10k,,1,Karnataka
E2157,22,20-29,Yes,HR,Arts,1,Female,HR Manager,2,Married,9609,7k-10k,Resignation,31,Delhi
E2158,46,40-49,No,Manufacturing,Science,1,Female,Plant Manager,1,Divorced,16837,10001-20k,,30,Maharashtra
E2159,46,40-49,No,HR,Management,1,Male,HR Manager,3,Single,9269,7k-10k,,10,Karnataka
E2160,56,50-59,No,Marketing,Management,1,Male,Marketing Analyst,2,Single,13621,10001-20k,,21,West Bengal
E2161,24,20-29,No,Research,Technical,1,Female,Research Associate,3,Single,44353,40001-50k,,2,Maharashtra
E2162,58,50-59,No,Logistics,Management,1,Female,Supply Chain Manager,1,Single,10646,10001-20k,,30,Uttar Pradesh
E2163,51,50-59,No,Accounts,Management,1,Female,Accountant,1,Single,15689,10001-20k,,32,Tamil Nadu
E2164,59,50-59,Yes,Marketing,Science,1,Male,Marketing Analyst,3,Single,8731,7k-10k,Resignation,23,West Bengal
E2165,55,50-59,Yes,Sales,Arts,1,Female,Sales Executive,3,Divorced,29435,20001-30k,Retirement,0,Maharashtra
E2166,33,30-39,Yes,Research,Arts,1,Male,Research Scientist,3,Divorced,11850,10001-20k,Termination,14,Maharashtra
E2167,40,40-49,No,HR,Science,1,Female,HR Executive,4,Married,8238,7k-10k,,26,West Bengal
E2168,58,50-59,No,Manufacturing,Management,1,Male,Production Worker,4,Single,10617,10001-20k,,26,Gujarat
E2169,38,30-39,No,Marketing,Science,1,Female,Marketing Manager,4,Married,14672,10001-20k,,11,West Bengal
E2170,31,30-39,No,HR,Technical,1,Male,HR Manager,4,Married,20049,20001-30k,,2,Karnataka
E2171,33,30-39,No,Research,Arts,1,Male,Research Scientist,2,Divorced,15869,10001-20k,,29,Madhya Pradesh
E2172,37,30-39,No,HR,Commerce,1,Male,HR Executive,1,Married,42584,40001-50k,,31,West Bengal
E2173,45,40-49,No,Marketing,Technical,1,Male,Marketing Analyst,3,Divorced,10388,10001-20k,,22,Haryana
E2174,40,40-49,No,Research,Technical,1,Male,Research Scientist,1,Married,21679,20001-30k,,1,Haryana
E2175,29,20-29,No,Sales,Science,1,Male,Sales Manager,3,Single,41505,40001-50k,,6,West Bengal
E2176,52,50-59,No,Marketing,Management,1,Female,Marketing Analyst,1,Married,7177,7k-10k,,33,Maharashtra
E2177,42,40-49,No,Accounts,Arts,1,Female,Accountant,2,Divorced,11626,10001-20k,,31,Madhya Pradesh
E2178,38,30-39,Yes,Logistics,Commerce,1,Female,Supply Chain Manager,4,Divorced,11421,10001-20k,Layoff,31,Delhi
E2179,44,40-49,No,Marketing,Technical,1,Female,Marketing Analyst,1,Divorced,12635,10001-20k,,13,West Bengal
E2180,58,50-59,No,Research,Commerce,1,Male,Research Scientist,3,Married,14043,10001-20k,,2,Telangana
E2181,37,30-39,No,Manufacturing,Management,1,Female,Production Worker,1,Married,7602,7k-10k,,31,Haryana
E2182,27,20-29,No,Logistics,Management,1,Male,Supply Chain Manager,2,Divorced,40178,40001-50k,,16,Karnataka
E2183,29,20-29,Yes,Marketing,Commerce,1,Male,Marketing Analyst,2,Single,34575,30001-40k,Termination,2,West Bengal
E2184,46,40-49,No,Sales,Arts,1,Male,Sales Manager,1,Single,26329,20001-30k,,9,Karnataka
E2185,39,30-39,No,Manufacturing,Management,1,Female,Production Worker,4,Married,19963,10001-20k,,17,Haryana
E2186,46,40-49,No,Sales,Commerce,1,Male,Sales Manager,3,Married,19123,10001-20k,,2,Tamil Nadu
E2187,33,30-39,No,Accounts,Technical,1,Female,Accountant,2,Divorced,19383,10001-20k,,9,Haryana
E2188,36,30-39,No,Manufacturing,Commerce,1,Female,Plant Manager,2,Married,13446,10001-20k,,8,Haryana
E2189,47,40-49,No,HR,Commerce,1,Female,HR Manager,1,Married,47068,40001-50k,,10,Karnataka
E2190,47,40-49,No,Manufacturing,Science,1,Female,Plant Manager,2,Divorced,9051,7k-10k,,32,West Bengal
E2191,53,50-59,No,Logistics,Management,1,Female,Supply Chain Manager,2,Divorced,16954,10001-20k,,25,Maharashtra
E2192,31,30-39,Yes,Manufacturing,Arts,1,Male,Plant Manager,3,Married,42171,40001-50k,Layoff,26,Haryana
E2193,37,30-39,No,Research,Arts,1,Male,Research Associate,4,Single,15262,10001-20k,,21,Karnataka
E2194,28,20-29,No,Research,Science,1,Female,Research Scientist,3,Married,15175,10001-20k,,25,Karnataka
E2195,38,30-39,No,HR,Arts,1,Male,HR Executive,4,Single,27785,20001-30k,,21,Maharashtra
E2196,44,40-49,No,Manufacturing,Commerce,1,Female,Plant Manager,3,Single,46469,40001-50k,,4,Telangana
E2197,47,40-49,No,Sales,Science,1,Male,Sales Executive,1,Single,8086,7k-10k,,34,Uttar Pradesh
E2198,42,40-49,No,Sales,Technical,1,Male,Sales Manager,2,Divorced,11854,10001-20k,,1,Madhya Pradesh
E2199,43,40-49,No,Marketing,Management,1,Male,Marketing Manager,4,Divorced,14583,10001-20k,,34,Maharashtra
E2200,28,20-29,No,Accounts,Management,1,Male,Accountant,1,Divorced,10603,10001-20k,,8,Gujarat
E2201,35,30-39,No,Logistics,Management,1,Male,Supply Chain Manager,2,Married,10582,10001-20k,,17,Gujarat
